battleID,reward,count
1,Scimitar,1
1,Reinforcement Materials,1
1,Ship Ability Material Mk II,1
2,Mk 4 Chiewab Hypo Syringe Prototype Salvage,4
2,Reinforcement Materials,1
3,Nightsister Spirit,3
3,Ability Material Mk II,4
3,Ability Material Mk I,1
4,Mk 2 TaggeCo Holo Lens,1
5,Mk 4 Chedak Comlink Prototype Salvage,3
5,Mk 4 BAW Armor Mod Salvage,3
5,Mk 2 BlasTech Weapon Mod,8
6,Count Dooku,1
6,Ability Material Mk III,3
6,Ability Material Mk II,3
6,Ability Material Mk I,3
7,Royal Guard,2
7,Mk 6 BioTech Implant Prototype Salvage,1
7,Mk 5 BioTech Implant Prototype,2
7,Mk 2 Chedak Comlink Prototype,2
8,Royal Guard,1
8,Mk 1 Neuro-Saav Electrobinoculars,2
8,Mk 1 BAW Armor Mod,1
8,Mk 1 Arakyd Droid Caller,1
9,TIE Advanced x1,4
9,Mk 9 Neuro-Saav Electrobinoculars Salvage,1
9,Mk 6 Neuro-Saav Electrobinoculars Prototype Salvage,1
9,Mk 3 TaggeCo Holo Lens Prototype,2
9,Ship Ability Material Mk III,1
10,Mk 5 A/KT Stun Gun Prototype Salvage,1
11,Bastila Shan,2
11,Mk 4 CEC Fusion Furnace Prototype Salvage,1
11,Mk 7 BlasTech Weapon Mod Prototype Salvage,2
11,Mk 5 BlasTech Weapon Mod Prototype,1
12,Count Dooku,1
12,Ability Material Mk II,4
12,Ability Material Mk I,2
13,Count Dooku,1
13,Mk 5 BioTech Implant Prototype,2
13,Mk 1 SoroSuub Keypad,3
13,Mk 3 BioTech Implant,3
14,Count Dooku,2
14,Mk 1 BioTech Implant,2
14,Mk 1 BlasTech Weapon Mod,2
14,Mk 1 Merr-Sonn Shield Generator,1
15,TIE Advanced x1,2
15,Mk 6 Neuro-Saav Electrobinoculars Prototype Salvage,1
15,Mk 3 TaggeCo Holo Lens Prototype,2
15,Reinforcement Materials,1
16,Mother Talzin,2
16,Mk 8 BlasTech Weapon Mod Prototype Salvage,4
16,Mk 4 CEC Fusion Furnace Prototype Salvage,1
16,Mk 1 Athakam Medpac Salvage,2
17,Nightsister Spirit,5
17,Plo Koon's Jedi Starfighter,7
17,Ability Material Mk III,6
17,Ability Material Mk II,12
17,Ability Material Mk I,9
18,Anakin's Eta-2 Starfighter,1
18,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
18,Mk 3 TaggeCo Holo Lens Prototype,1
18,Ship Ability Material Mk I,1
19,Scimitar,1
19,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
19,Reinforcement Materials,1
20,Mk 6 TaggeCo Holo Lens Prototype Salvage,2
20,Mk 6 Fabritech Data Pad Salvage,1
